date,verse_title,phrase_indices,score,matches_woodruff,matches_scriptures,volume_title
"January 13, 1856 ",Doctrine and Covenants 2:1,"[(12520, 2234)]",0.75257,the coming of the great and Dreadful day of the,hand of Elijah the prophet before the coming of the great and dreadful day of the Lord,Doctrine and Covenants
"October 2, 1856 ",Doctrine and Covenants 111:4,"[(11932, 2722)]",0.7525,shall have power over your Enemies and you shall not,shall have power over it insomuch that they shall not,Doctrine and Covenants
"February 14, 1835 ",Doctrine and Covenants 128:21,"[(3796, 2890)]",0.75243,to the Church of Jesus Christ of Latterday Saints his,tribulations of this Church of Jesus Christ of Latterday Saints!,Doctrine and Covenants
"July 12, 1837 ",Acts 16:33,"[(7748, 1279)]",0.7522,the same hour of the night and baptized them for,And he took them the same hour of the night,New Testament
"August 18, 1844 ",Mosiah 3:12,"[(1431, 1740)]",0.7511,see that all is right WO WO WO unto all,But wo wo unto him who knoweth that he rebelleth,Book of Mormon
"April 6, 1837 ",Doctrine and Covenants 128:21,"[(4841, 2890)]",0.75104,day the Church of Jesus Christ of Latterday Saints was,tribulations of this Church of Jesus Christ of Latterday Saints!,Doctrine and Covenants
"February 15, 1847 ",Doctrine and Covenants 136:3,"[(17830, 2996)]",0.75065,Council captains of Hundreds fifties and tens to further the,of fifties and captains of tens with a president and,Doctrine and Covenants
"September 24, 1850 ",Alma 59:9,"[(19330, 1987)]",0.75013,men to their assistance and had sent these men to,men sent to the city of Nephihah to the assistance,Book of Mormon
"April 6, 1837 ",1 Corinthians 14:40,"[(4995, 1312)]",0.74981,upon us and all things was done decently and in,Let all things be done decently and in order,New Testament
"February 14, 1835 ",Doctrine and Covenants 127:12,"[(3796, 2828)]",0.74977,to the Church of Jesus Christ of Latterday Saints his,Lord prophet and seer of The Church of Jesus Christ of Latterday Saints,Doctrine and Covenants
"October 7, 1856 ",2 Nephi 33:1,"[(12128, 1644)]",0.74969,power of God and the gift of the Holy Ghost,the power of the Holy Ghost the power of the,Book of Mormon
"April 30, 1843 ",Matthew 19:24,"[(8410, 1157)]",0.74964,set for man to enter into this kingdom of God,than for a rich man to enter into the kingdom of God,New Testament
"January 10, 1841 ",Isaiah 58:8,"[(5884, 820)]",0.74931,and to thee O Lord shall be all the glory,go before thee the glory of the Lord shall be thy rearward,Old Testament
"November 21, 1852 ",3 Nephi 20:13,"[(22378, 2077)]",0.74917,would come from the East west North and South and,the east and from the west and from the south,Book of Mormon
"January 21, 1847 ",Exodus 12:51,"[(17772, 92)]",0.74886,the children of Israel out of the Land of Egypt,Lord did bring the children of Israel out of the land of Egypt by their armies,Old Testament
"January 20, 1872 ",Joseph Smith--History 1:69,"[(15487, 3278)]",0.74879,of God it was not by the ministering of angels,of the ministering of angels and of the gospel of,Pearl of Great Price
"January 20, 1872 ",Doctrine and Covenants 13:1,"[(15487, 2258)]",0.74879,of God it was not by the ministering of angels,of the ministering of angels and of the gospel of,Doctrine and Covenants
"April 6, 1871 ",Doctrine and Covenants 128:21,"[(15333, 2890)]",0.74867,Conference of the Church of Jesus Christ of Latterday Saints,tribulations of this Church of Jesus Christ of Latterday Saints!,Doctrine and Covenants
"June 24, 1845 ",Ezekiel 44:5,"[(10176, 988)]",0.74853,the ordinances of the house of the Lord agreeable to,ordinances of the house of the Lord and all the,Old Testament
"April 6, 1837 ",Doctrine and Covenants 127:12,"[(4841, 2828)]",0.74839,day the Church of Jesus Christ of Latterday Saints was,Lord prophet and seer of The Church of Jesus Christ of Latterday Saints,Doctrine and Covenants
"January 13, 1856 ",Ezra 2:61,"[(12522, 611)]",0.74808,to the children and the hearts of the children to,Habaiah the children of Koz the children of Barzillai which,Old Testament
"September 9, 1843 ",Judges 10:6,"[(2052, 330)]",0.74794,intends to take away the gods of the gods of,the gods of Moab and the gods of the children,Old Testament
"January 20, 1872 ",Doctrine and Covenants 46:13,"[(15570, 2419)]",0.74793,God to man the Holy Ghost which is given to,To some it is given by the Holy Ghost to,Doctrine and Covenants
"October 5, 1849 ",Doctrine and Covenants 135:4,"[(18660, 2970)]",0.74792,"said ""I am going as A Lamb to the slaughter",a lamb to the slaughter but I am calm as,Doctrine and Covenants
"July 10, 1870 ",2 Nephi 4:9,"[(15298, 1536)]",0.74782,Minutes and said are we the sons and daughters of,my daughters who are the sons and the daughters of,Book of Mormon
"August 20, 1837 ",Doctrine and Covenants 27:5,"[(7786, 2328)]",0.74765,of the everlasting gospel and the Book of Mormon After,Book of Mormon containing the fulness of my everlasting gospel,Doctrine and Covenants
"August 20, 1843 ",Revelation 16:2,"[(6669, 1420)]",0.74746,poured out his vial upon the sea and it became,And the first went and poured out his vial upon,New Testament
"April 22, 1838 ",Joseph Smith--History 1:34,"[(4059, 3226)]",0.74744,them of the fulness of the everlasting gospel that God,said that the fulness of the everlasting Gospel was contained,Pearl of Great Price
"August 16, 1844 ",Moroni 6:9,"[(7061, 2207)]",0.74742,the power of the Holy Priesthood and the Holy Ghost,power of the Holy Ghost for as the power of,Book of Mormon
"April 11, 1852 ",John 14:15,"[(22149, 1245)]",0.74731,love me they will keep my commandments if you want,If ye love me keep my commandments,New Testament
"January 13, 1856 ",Joshua 17:2,"[(12522, 301)]",0.74728,to the children and the hearts of the children to,children of Asriel and for the children of Shechem and,Old Testament
"April 30, 1843 ",Doctrine and Covenants 138:33,"[(8454, 3067)]",0.74728,gift of the Holy Ghost by the laying on of,baptism for the remission of sins the gift of the Holy Ghost by the laying on of hands,Doctrine and Covenants
"September 12, 1852 ",Doctrine and Covenants 77:12,"[(22363, 2541)]",0.74719,all things will be sealed to the End of all,shall have sealed all things unto the end of all,Doctrine and Covenants
"December 11, 1869 ",Ephesians 1:10,"[(15109, 1327)]",0.74679,dispensation of the fulness of times some have thought it,That in the dispensation of the fulness of times he,New Testament
"March 16, 1845 ",Joseph Smith--History 1:1,"[(4591, 3190)]",0.74667,upon the rise and progress of the church endowment of,rise and progress of The Church of Jesus Christ of,Pearl of Great Price
"February 15, 1847 ",Doctrine and Covenants 136:15,"[(17830, 3016)]",0.7463,Council captains of Hundreds fifties and tens to further the,And appoint presidents and captains of hundreds and of fifties and of tens,Doctrine and Covenants
"September 15, 1856 ",Alma 31:17,"[(11692, 1942)]",0.74622,We thank thee O Lord that the power of the,we thank thee and we also thank thee that thou,Book of Mormon
"October 5, 1856 ",Doctrine and Covenants 135:3,"[(11966, 2953)]",0.74608,of the spirit and power of God and the Gift,by the gift and power of God and has been,Doctrine and Covenants
"April 16, 1847 ",Deuteronomy 1:15,"[(21856, 220)]",0.74586,4 Captains of fifties and Captains of tens I was,thousands and captains over hundreds and captains over fifties and captains over tens and officers among your tribes,Old Testament
"March 10, 1844 ",3 Nephi 9:13,"[(8845, 2034)]",0.74584,said repent therefore and be converted that your sins may,and repent of your sins and be converted that I may heal you,Book of Mormon
"August 11, 1847 ",Nehemiah 7:45,"[(25123, 637)]",0.74575,the fathers to the children and the children to their,the children of Talmon the children of Akkub the children,Old Testament
"January 9, 1840 ",Zechariah 2:6,"[(5697, 1093)]",0.7457,of it and Ho Ho the cry of land is,Ho ho come forth and flee from the land of,Old Testament
"April 6, 1871 ",Doctrine and Covenants 127:12,"[(15333, 2828)]",0.74547,Conference of the Church of Jesus Christ of Latterday Saints,Lord prophet and seer of The Church of Jesus Christ of Latterday Saints,Doctrine and Covenants
"April 13, 1840 ",Haggai 2:10,"[(8625, 1082)]",0.74462,It being the ninth day of the first month of,In the four and twentieth day of the ninth month,Old Testament
"April 10, 1842 ",Alma 23:3,"[(8573, 1915)]",0.74444,you not to steal not to commit Adultery nor to,plunder nor to steal nor to commit adultery nor to commit any manner of wickedness,Book of Mormon
"January 21, 1847 ",Doctrine and Covenants 136:28,"[(17785, 3035)]",0.7444,and thou art his steward If thou art merry praise,If thou art merry praise the Lord with singing with,Doctrine and Covenants
"April 6, 1870 ",Doctrine and Covenants 128:21,"[(15194, 2890)]",0.74429,History of the Church of Jesus Christ of Latterday Saints,tribulations of this Church of Jesus Christ of Latterday Saints!,Doctrine and Covenants
"March 1, 1868 ",Doctrine and Covenants 128:21,"[(16614, 2890)]",0.74429,History of the Church of Jesus Christ of Latterday Saints,tribulations of this Church of Jesus Christ of Latterday Saints!,Doctrine and Covenants
"September 9, 1843 ",Isaiah 39:2,"[(2067, 801)]",0.74416,we wanted all your gold silver and precious things and,house of his precious things the silver and the gold,Old Testament
"September 9, 1843 ",2 Kings 20:13,"[(2067, 452)]",0.74416,we wanted all your gold silver and precious things and,house of his precious things the silver and the gold,Old Testament
"June 13, 1847 ",Deuteronomy 8:16,"[(24979, 229)]",0.74389,of Israel fed with manna in the wilderness But the,Who fed thee in the wilderness with manna which thy,Old Testament
"April 15, 1837 ",Micah 6:15,"[(1061, 1058)]",0.74383,of Ephraim^ thou shalt have a celestial crown Thou shalt,Thou shalt sow but thou shalt not reap thou shalt,Old Testament
"January 21, 1847 ",Doctrine and Covenants 136:15,"[(17724, 3016)]",0.74373,Captains of Hundreds Captains of Fifties and Captains of Tens,And appoint presidents and captains of hundreds and of fifties and of tens,Doctrine and Covenants
"September 13, 1846 ",Jeremiah 42:6,"[(17417, 915)]",0.7436,whether it be good or evil Heber Chase Kimball said,Whether it be good or whether it be evil we,Old Testament
"December 27, 1840 ",2 Thessalonians 1:12,"[(2629, 1342)]",0.74333,in the name of Jesus Christ that our labours may,That the name of our Lord Jesus Christ may be,New Testament
"July 1, 1866 ",Doctrine and Covenants 20:2,"[(16103, 2278)]",0.74289,to be An Apostle in the Church of Jesus Christ,called of God and ordained an apostle of Jesus Christ to be the first elder of this church,Doctrine and Covenants
"April 6, 1837 ",Doctrine and Covenants 53:3,"[(5092, 2440)]",0.74247,the laying on of hands for the reception of the,to my word and the reception of the Holy Spirit by the laying on of hands,Doctrine and Covenants
"February 8, 1854 ",Nehemiah 7:45,"[(14688, 637)]",0.74221,with [] the children we get all the children over,the children of Talmon the children of Akkub the children,Old Testament
"August 8, 1844 ",Doctrine and Covenants 120:1,"[(6966, 2754)]",0.74211,head the first Presidency of the church and at the,of the First Presidency of my Church and of the,Doctrine and Covenants
"January 13, 1856 ",Judges 20:10,"[(12584, 347)]",0.74206,one chase a thousand and two put ten thousand to,thousand and a thousand out of ten thousand to fetch,Old Testament
"July 7, 1839 ",Jacob 5:64,"[(7130, 1682)]",0.74202,once more for the last time that the saints may,once more for the last time for the end draweth,Book of Mormon
"September 10, 1843 ",Doctrine and Covenants 1:38,"[(11591, 2231)]",0.74196,earth should pass away his words should not pass away,earth pass away my word shall not pass away but,Doctrine and Covenants
"July 12, 1837 ",Ezekiel 10:14,"[(7759, 967)]",0.74178,face to face and teach them the things of the,the face of a cherub and the second face was,Old Testament
"September 10, 1843 ",2 Nephi 25:17,"[(11545, 1597)]",0.74164,God should set his hand again the second time to,And the Lord will set his hand again the second,Book of Mormon
"November 2, 1845 ",Doctrine and Covenants 135:1,"[(16833, 2941)]",0.74161,Jr the Prophet and Hyrum Smith the Patriarch of the,Prophet and Hyrum Smith the Patriarch They were shot in,Doctrine and Covenants
"September 10, 1843 ",Luke 21:25,"[(11587, 1225)]",0.74148,the sun moon moon stars heavens and earth of which,the moon and in the stars and upon the earth,New Testament
"February 4, 1851 ",Doctrine and Covenants 20:1,"[(19631, 2273)]",0.74147,Our Lord and Savior Jesus Christ will they all be,the coming of our Lord and Savior Jesus Christ in,Doctrine and Covenants
"October 9, 1856 ",2 Nephi 28:26,"[(12187, 1627)]",0.74135,full of the Holy Ghost and power of God the,of men and denieth the power of God and the gift of the Holy Ghost!,Book of Mormon
"August 27, 1844 ",Luke 20:37,"[(1724, 1220)]",0.74118,heaven I called upon the God of Abraham Isaac Jacob,Abraham and the God of Isaac and the God of Jacob,New Testament
"March 1, 1868 ",Doctrine and Covenants 127:12,"[(16614, 2828)]",0.7411,History of the Church of Jesus Christ of Latterday Saints,Lord prophet and seer of The Church of Jesus Christ of Latterday Saints,Doctrine and Covenants
"April 6, 1870 ",Doctrine and Covenants 127:12,"[(15194, 2828)]",0.7411,History of the Church of Jesus Christ of Latterday Saints,Lord prophet and seer of The Church of Jesus Christ of Latterday Saints,Doctrine and Covenants
"January 21, 1847 ",2 Nephi 21:16,"[(17772, 1596)]",0.74103,the children of Israel out of the Land of Egypt,it was to Israel in the day that he came up out of the land of Egypt,Book of Mormon
"June 20, 1838 ",1 Timothy 6:17,"[(8039, 1347)]",0.74103,I warned them not to trust in uncertain riches I,be not highminded nor trust in uncertain riches but in,New Testament
